Region,Districts,TA,EPA,Constituency,GVH,Village,Organisation_Name,Organisation_status,NYCOM_Affiliate,Total_Males_staff,Total_Females_Staff,Focus_AREA,Focus_AREA_Economic,Focus_AREA_Climate_Change,Focus_AREA_Education,Focus_AREA_Health,Focus_AREA_Gender_SocialProtection,Focus_AREA_Agriculture,Focus_AREA_Governance,Economic,Economic_Small_scale_Mining,Economic_MSMEs,Economic_Group_Economies,Economic_IGAs,Economic_Financial_literacy,Economic_Energy,Economic_Transport,Economic_Creative_Industries,Economic_Digital_Skills,Economic_Tourism,Climate_Change,Climate_Change_Environment,Climate_Change_Climatechange_mit,Climate_Change_ClimateJustice_advocacy,Climate_Change_Climatechang_adapt,Climate_Change_Capacitybuilding_training,Climate_Change_Research_innovation,Education,Education_ECD_CBCC,Education_Literacy_language,Education_IEC_Media,Education_VocationalskillsTraining,Education_Arts_craft,Education_Leadership,Education_Cultural_values,Education_Library_service,Education_ICT,Education_Guidance_councelling,Education_STEAM,Education_Foundational_Learning,Education_Inclusive_Education,Education_Schoolhealth_nutrition,Education_Schoolleadership_mangnt,Education_Bursaries_Scholars,Education_Adult_Literacy,Education_Functional_Literacy,Education_Advocacy,Health,Health_HIV_AIDS_STIs,Health_CSEoutofschool,Health_SRHR_Fistula,Health_SRHR_YFHS,Health_SRHR_Familyplanning,Health_Humanitarian_response,Health_Access_SRHR_Vulnerablegrps,Health_Maternal_Health,Health_Peer_Education,Health_SubstanceUse_Abuse,Health_SocialBehaviourChange,Health_MentalHealth,Health_PplLivngwithHIV,Health_WASH,Health_Advocacy,Gender_socialP,Gender_socialP_Gender_equality,Gender_socialP_children_rights,Gender_socialP_Women_girlsEmpowerment,Gender_socialP_Women_rights,Gender_socialP_child_protection,Gender_socialP_youth_childdev,Gender_socialP_Behavior_change,Gender_socialP_Elderly_care,Gender_socialP_Guidance_councelling,Gender_socialP_Resource_centres,Gender_socialP_Orphan_Care,Gender_socialP_Advocacy_policyAdvocacy,Gender_socialP_GBV,Gender_socialP_Adult_literacy,Gender_socialP_Communityskilldev,Gender_socialP_EndingChildMarriages,Gender_socialP_Trad_CulturalPractices,Gender_socialP_TraffickingPersonsPrevention,Gender_socialP_Communitypolicing,Governance,Governance_PoliticalParticipation,Governance_CivicParticipation,Governance_Advocacy_Lobbying,Governance_DemocracyPromotion,Governance_HumanRightsPromotion,Governance_Networking,Governance_Leadership,Agriculture,Agriculture_AgricProd_Productivity,Agriculture_Food_NutritionSecurity,Agriculture_Agribusiness,Agriculture_Sustainabledev,Agriculture_AgricResearch_Innovation,Agriculture_Advocacy,Mission_Statement,Vision,Total_Male Beneficiaries,TotalFem_Beneficiaries,Males_withdisabillity,Females_withdisabillity,Males_disclosedHIVstatus,Females_disclosedHIVstatus,Board_Meeting,Executive_Meeting,Organisation_Meeting,IGA_Activity,Areas_ofimprovement,Areas_ofimprovement_Health,Areas_ofimprovement_leadership,Areas_ofimprovement_Entrepreneurship,Areas_ofimprovement_M_E,Areas_ofimprovement_ICT,Areas_ofimprovement_Vocational,Areas_ofimprovement_Finance,Areas_ofimprovement_Administration,Areas_ofimprovement_Communication,Areas_ofimprovement_Procurement,MRA_Reg_Cert,Ngora_Reg_Cert,Congoma_Reg_Cert,Registrageneral_Reg_Cert,Youthcoop_Reg_Cert,MBS_Reg_Cert,MSME_Reg_Cert,Challenges,Challenges_Access_to_Land,Challenges_Finances,Challenges_Capacity_Building,Challenges_Lack_Systems,Challenges_Regulatorybody_registration,Challenges_ResourseMobilisationTechiniques,Challenges_Markets,Challenges_Networking_Partnership_building,Challenges_Leadership,Latitude,Longitude,Altitude,Accuracy
North,Chitipa,TA Nthalire,Kavukuku,Chitipa south,Chalaghala,Chalaghala,Nthalire Youth Organisation,Active,Pending,10,5,Economic Climate_Change Education Health Gender&SocialP Agriculture,1,1,1,1,1,1,0,Group_Economies IGAs Financial_literacy Creative_Industries,0,0,1,1,1,0,0,1,0,0,Environment Climatechange_mit Climatechang_adapt,1,1,0,1,0,0,VocationalskillsTraining Leadership Cultural_values Guidance_councelling Advocacy,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth WASH",1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,Gender_equality children_rights Guidance_councelling,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity Agribusiness,1,1,1,0,0,0,To contribute to poverty reduction by creating opportunities that empower young people in nthalire by 2040,All young people have the support and opportunities they need to be empowered economically and reduce poverty,1240,1548,7,1,8,6,Quarterly,Monthly,Monthly,Farming and contribution,Entrepreneurship Finance,0,0,1,0,0,0,1,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Markets,0,1,1,0,0,0,1,0,0,-10.3480817,33.6379216,602.6,3.6
North,Mzuzu,Mthwalo,Mzuzu,Mzuzu city,Mzuzu city,Mzuzu city,Mzuzu E-Hub,Active,Yes,10,10,Economic,1,0,0,0,0,0,0,MSMEs Group_Economies IGAs Financial_literacy Creative_Industries Digital_Skills,0,1,1,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To see young people at the centre of private enterprise driving social and economic development in Malawi,"To provide capacity building,linkages and network youth led startups and early stage businesses in to amplify their growth and success",538,383,5,5,0,0,Quarterly,Monthly,Bi_weekly,Donations,Health Vocational,1,0,0,0,0,1,0,0,0,0,No,No,No,Yes,No,No,No,Regulatorybody_registration ResourseMobilisationTechiniques Markets,0,0,0,0,1,1,1,0,0,-11.4618024,34.0214518,1258.2,5
Central,Mchinji,TA Zulu,Zulu,West,Nyamawende,Mayadi,Youth Organisation (CISE),Active,Yes,19,10,Economic Climate_Change Education Health Agriculture Governance,1,1,1,1,0,1,1,MSMEs IGAs Financial_literacy Creative_Industries Digital_Skills,0,1,0,1,1,0,0,1,1,0,Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training Research_innovation,0,1,1,1,1,1,ECD&CBCC Cultural_values Guidance_councelling Inclusive_Education Schoolhealth_nutrition Adult_Literacy Functional_Literacy,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SocialBehaviourChange MentalHealth PplLivngwithHIV WASH",1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Agribusiness Sustainabledev Advocacy,1,0,1,1,0,1,"Empower youth through education, opportunity,and advocacy,igniting lasting change and unleashing their full potential in Malawi",Fostering associety where the energy and potential of youth drive boundless innovation and progress,439,1585,3,2,0,0,Quarterly,Quarterly,Weekly,Membership and donations,Entrepreneurship Finance,0,0,1,0,0,0,1,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Access_to_Land Finances Lack_Systems,1,1,0,1,0,0,0,0,0,-13.7983993,32.8862296,1208.2,3.3
Central,Mchinji,TA Zulu,ZULU,Central,Kamwendo,Kamwendo,Kamwendo Youth Organization,Active,Yes,13,16,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies IGAs Financial_literacy Digital_Skills,0,1,1,1,1,0,0,0,1,0,ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,0,0,1,1,1,0,ECD&CBCC Cultural_values Guidance_councelling Inclusive_Education Schoolhealth_nutrition Advocacy,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Access_SRHR_Vulnerablegrps Peer_Education SubstanceUse&Abuse PplLivngwithHIV",1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,Gender_equality children_rights Women_rights child_protection Behavior_change Elderly_care Guidance_councelling GBV Trad&CulturalPractices,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking,1,1,1,1,1,1,0,AgricProd&Productivity Agribusiness Sustainabledev Advocacy,1,0,1,1,0,1,To promote healthy state of mind body and soul among young,To promote the group to youth NGO,20,26,6,2,2,1,Quarterly,Quarterly,Weekly,"Village Bank, monthly contribution and farming",leadership ICT,0,1,0,0,1,0,0,0,0,0,No,No,No,No,No,No,No,Lack_Systems Regulatorybody_registration Networking&Partnership_building,0,0,0,1,1,0,0,1,0,-13.8306238,33.039727,1143.2,1.9
South,Chikwawa,TA Katunga,Mitole,Chikwawa central,Nyaphota,Nyaphota,Khalanimaso Youth Organization (KHAYO),Active,Yes,6,5,Economic Climate_Change Education Health Gender&SocialP Agriculture,1,1,1,1,1,1,0,MSMEs,0,1,0,0,0,0,0,0,0,0,Climatechange_mit,0,1,0,0,0,0,ECD&CBCC VocationalskillsTraining,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WASH Advocacy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Gender_equality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Agribusiness,0,0,1,0,0,0,To promote and enhance young people’s social economic development status through the implementation of national youth policy and others policies,Society whose youth are empowered in leadership roles and delivering effectively,4020,11323,47,71,26,65,Quarterly,Monthly,Quarterly,Farming /business / membership contribution,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,No,No,No,No,No,No,Capacity_Building Regulatorybody_registration ResourseMobilisationTechiniques,0,0,1,0,1,1,0,0,0,-16.0869643322586,34.7449625057359,119.1,14.5
South,Mangochi,TA Mponda,Nasenga,Mangochi Central,Mponda,Miss katema,Tiphunzitsane Youth Organization (TIYO),Inactive,No,5,4,Climate_Change Health Gender&SocialP Agriculture,0,1,0,1,1,1,0,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Access_SRHR_Vulnerablegrps,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Communityskilldev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,Agribusiness,0,0,1,0,0,0,N/A,N/A,22,19,8,11,0,0,Biannually,Quarterly,Monthly,Membership contribution,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-14.4648217980542,35.2463632618711,481.1,6.9
Central,Lilongwe,TA Kalolo,Chilaza,Mapuyu north,Kampala,Msundwe,Center for concerned youth development (CECOYD),Active,Pending,5,6,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs IGAs Financial_literacy Digital_Skills,0,1,0,1,1,0,0,0,1,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training Research_innovation,1,1,1,1,1,1,VocationalskillsTraining Arts_craft Leadership Cultural_values Guidance_councelling Foundational_Learning Inclusive_Education Bursaries_Scholars Functional_Literacy Advocacy,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality children_rights child_protection Guidance_councelling Advocacy-policyAdvocacy GBV EndingChildMarriages,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,CECOYD exists to ensure that there are vibrant youth who can participate in all aspects of social economic development through collaboration with other development stakeholders,"We envision the youth who are socially and economically empowered and can effectively contribute positively to the social economic activities of their families, communities and nation at large.",1539,1479,8,7,23,25,Quarterly,Weekly,Monthly,Donations and farming,M&E Finance,0,0,0,1,0,0,1,0,0,0,No,No,No,No,Pending,No,No,Capacity_Building Lack_Systems Regulatorybody_registration,0,0,1,1,1,0,0,0,0,-14.0200758,33.4656218,1222,4.5
Central,Lilongwe,TA Chitukula,ngwangwa,Dzenza,Saka,Saka,Youth project excellence (YPE),Active,Pending,4,4,Economic Education Health Gender&SocialP Governance,1,0,1,1,1,0,1,IGAs Financial_literacy,0,0,0,1,1,0,0,0,0,0,,,,,,,,ECD&CBCC Literacy&language IEC&Media VocationalskillsTraining Leadership ICT Guidance_councelling Foundational_Learning Inclusive_Education Functional_Literacy Advocacy,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps SubstanceUse&Abuse PplLivngwithHIV WASH Advocacy",1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,Gender_equality Women&girlsEmpowerment child_protection Behavior_change Guidance_councelling Advocacy-policyAdvocacy GBV EndingChildMarriages Trad&CulturalPractices,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,,,,,,,,"To nurture the development of youth and to mobilise, educate,and empower them with functional and implementable own crafted solutions to their challenges.",To see a malawian society where there's unique potential of youth and enhance that potential by celebrating their individual and collective achievements.,727,883,0,0,0,0,Quarterly,Monthly,Weekly,Proposals/funding,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,Yes,Yes,No,Yes,No,No,No,Capacity_Building Regulatorybody_registration ResourseMobilisationTechiniques,0,0,1,0,1,1,0,0,0,-13.8705889,33.7553788,1162.5,9.3
Central,Lilongwe,TA Mtema,Ngwangwa,Lilongwe City north,Mphereni,Mphereni,BHUBESI pride foundation,Active,Pending,8,3,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,IGAs Financial_literacy Energy Creative_Industries Digital_Skills Tourism,0,0,0,1,1,1,0,1,1,1,Environment Climatechange_mit Climatechang_adapt Capacitybuilding&training,1,1,0,1,1,0,IEC&Media Arts_craft Leadership Cultural_values Guidance_councelling Foundational_Learning Inclusive_Education Schoolhealth_nutrition Schoolleadership_mangnt Bursaries_Scholars Advocacy,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Resource_centres Advocacy-policyAdvocacy GBV Communityskilldev EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention Communitypolicing,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,Empower  youth and uplift  communities by utilising sports and education as transformative tools for social change.,"Empower youth in rural malawi through inclusive sports and education programs, fostering community engagement and enhancing social cohesion.",369,525,7,18,0,0,Quarterly,Monthly,Weekly,Donations,M&E Finance,0,0,0,1,0,0,1,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-13.8915049,33.7236349,1074.1,10.2
Central,Lilongwe,TA Malili,Mpingu,Lilongwe likuni Constituency,Khwidzi,Khwidzi,Nsapato,Active,Pending,5,4,Climate_Change Education Health Gender&SocialP,0,1,1,1,1,0,0,,,,,,,,,,,,Environment ClimateJustice_advocacy Capacitybuilding&training,1,0,1,0,1,0,Arts_craft Leadership Guidance_councelling Inclusive_Education Schoolhealth_nutrition Schoolleadership_mangnt Advocacy,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS Humanitarian_response Access_SRHR_Vulnerablegrps Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Orphan_Care Advocacy-policyAdvocacy GBV Adult_literacy Communityskilldev EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,To work with communities by enhancing tailor made development programs.,A well-resourced community which actively participates in developmental agenda of the country.,1600,2070,40,60,87,80,Quarterly,Weekly,Monthly,Members contributions,leadership Finance,0,1,0,0,0,0,1,0,0,0,No,No,No,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-14.0297853,33.6640022,1049.8,24.5
Central,Lilongwe,TA Malili,Chiwenga,Kaphuno,Chimbeta,Chimbeta,Maphunziro movement trust(MMT),Active,Pending,6,4,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies Financial_literacy Creative_Industries Digital_Skills,0,1,1,0,1,0,0,1,1,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,1,1,1,1,1,0,ECD&CBCC Literacy&language VocationalskillsTraining Leadership Cultural_values Library_service ICT Guidance_councelling Foundational_Learning Inclusive_Education Schoolhealth_nutrition Schoolleadership_mangnt Bursaries_Scholars Adult_Literacy Functional_Literacy Advocacy,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Resource_centres Orphan_Care Advocacy-policyAdvocacy GBV Adult_literacy Communityskilldev EndingChildMarriages Trad&CulturalPractices Communitypolicing,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,Advocacy,0,0,0,0,0,1,To foster knowledgeable and vibrant youth who  meaningfully participate at all levels of social economic development through stakeholder collaboration.,To have a knowledgeable and empowered community which will effectively contribute to the social economic activities of the community.,618,532,0,1,0,0,Biannually,Monthly,Weekly,Fundraising/monthly contributions,M&E Finance,0,0,0,1,0,0,1,0,0,0,No,No,No,Pending,No,No,No,Capacity_Building Lack_Systems ResourseMobilisationTechiniques,0,0,1,1,0,1,0,0,0,-14.0110817,33.7085784,1092.1,4.8
Central,Lilongwe,TA Tsabango,Kang’oma,Lilongwe south east,Mrs Ali,Area 23,Youth for Christ Malawi,Active,Pending,0,1,Education Gender&SocialP Governance,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,VocationalskillsTraining Arts_craft Leadership Cultural_values Guidance_councelling Foundational_Learning Inclusive_Education Schoolhealth_nutrition Bursaries_Scholars Advocacy,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection Behavior_change Guidance_councelling Orphan_Care GBV EndingChildMarriages Trad&CulturalPractices,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,CivicParticipation Advocacy&Lobbying HumanRightsPromotion Networking Leadership,0,1,1,0,1,1,1,,,,,,,,"To participate in the body of Christ and in responsible evangelism presenting them with the person work, teaching or Christ and disciplining them into a local church.","As part of the body of Christ , to see that every young person in every people group in every nation has the opportunity to make an informed decision to be follower of Jesus Christ and become a part of a local church",28,37,7,8,0,0,Quarterly,Weekly,Weekly,Fundraising,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,No,No,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-14.0051792474624,33.8208163765783,1136.1,4.4
Central,Lilongwe,TA Njewa,Ngwangwa,Lilongwe city west,Mtandire ward,Mtandire,Youth Corner  Malawi,Active,No,18,7,Climate_Change,0,1,0,0,0,0,0,,,,,,,,,,,,Environment,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To empower and inspire youth in Malawi to become active contributors to their communities through education,skills training and leadership development.",A vibrant and self reliant youth population in Malawi that actively participates in social and economic development.,467,582,9,15,0,0,Bi_weekly,Weekly,Monthly,Waste recycling,Finance Administration,0,0,0,0,0,0,1,1,0,0,No,No,No,No,Yes,No,No,Finances ResourseMobilisationTechiniques Networking&Partnership_building,0,1,0,0,0,1,0,1,0,-13.9444922462252,33.7386362952458,1071,4.7
Central,Lilongwe,TA Malili,Chiwenga / mpingu,Lilongwe south west,Malili,Malili,Reach and serve women,Active,Pending,6,5,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,IGAs Financial_literacy Energy Creative_Industries Digital_Skills,0,0,0,1,1,1,0,1,1,0,Environment Climatechange_mit Climatechang_adapt Capacitybuilding&training,1,1,0,1,1,0,ECD&CBCC Literacy&language IEC&Media VocationalskillsTraining Arts_craft Leadership ICT Inclusive_Education Schoolhealth_nutrition Schoolleadership_mangnt Bursaries_Scholars Functional_Literacy Advocacy,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Maternal_Health Peer_Education SubstanceUse&Abuse MentalHealth PplLivngwithHIV WASH Advocacy,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection Guidance_councelling Resource_centres GBV EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,PoliticalParticipation CivicParticipation DemocracyPromotion HumanRightsPromotion Leadership,1,1,0,1,1,0,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Advocacy,1,1,1,0,0,1,"To empower women and the youths in rural and remote (hard to reach areas ) through agriculture entrepreneurship and skills development, providing resources , education and support to enhance economic independence , promote sustainable practices and foster resilient, thriving communities","Healthier women,  healthier communities",553,725,2,1,2,5,Monthly,Weekly,Weekly,Donor funding,M&E Administration,0,0,0,1,0,0,0,1,0,0,No,No,Yes,Yes,No,No,No,Finances Capacity_Building Lack_Systems,0,1,1,1,0,0,0,0,0,-13.9910827704614,33.7761099822796,1050.4,3.5
Central,Lilongwe,TA Chitukula,Chigothi,Lilongwe urban,Kulamula,Gusha,Children of God ministries,Active,No,11,23,Economic Education Health Gender&SocialP Agriculture,1,0,1,1,1,1,0,Group_Economies IGAs Financial_literacy Creative_Industries,0,0,1,1,1,0,0,1,0,0,,,,,,,,ECD&CBCC Arts_craft Library_service Guidance_councelling Schoolhealth_nutrition Bursaries_Scholars,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,Humanitarian_response Maternal_Health SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection Behavior_change Elderly_care Orphan_Care GBV EndingChildMarriages Trad&CulturalPractices,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity Sustainabledev,1,1,0,1,0,0,"Compelled by the love of Christ we work by bringing academic, social , physical and spiritual needs to the total man (matthew 4:4) by mobilizing local resources and bring food, shelter and health and education interventions.",To empower the people of Malawi is so that they are economically and socially self reliant.,116,201,0,1,0,1,Quarterly,Bi_weekly,Weekly,Peace work,Entrepreneurship Finance,0,0,1,0,0,0,1,0,0,0,No,Yes,Yes,No,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-13.7802517399415,33.8191361344494,1206.5,9
Central,Lilongwe,TA Chitukula,N/A,Lilongwe city west,N/A,Area 48,Match Foundation,Active,Yes,6,4,Economic Education Health Gender&SocialP,1,0,1,1,1,0,0,Group_Economies IGAs Creative_Industries Digital_Skills,0,0,1,1,0,0,0,1,1,0,,,,,,,,ECD&CBCC Literacy&language IEC&Media VocationalskillsTraining Arts_craft Leadership Cultural_values Library_service ICT Guidance_councelling STEAM Foundational_Learning Inclusive_Education Schoolhealth_nutrition Schoolleadership_mangnt Bursaries_Scholars Adult_Literacy Functional_Literacy Advocacy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CSEoutofschool SRHR_YFHS Humanitarian_response Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth WASH Advocacy,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Advocacy-policyAdvocacy GBV Adult_literacy Communityskilldev EndingChildMarriages,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,Promoting and improving skills development and welfare of young people through sports and education at grassroots level in Malawi,"Enhancing knowledge and skills that promote healthy living, self esteem and opportunities to youth in Malawi",2666,2332,11,10,0,0,Quarterly,None,Bi_weekly,Sports goods and sports lessons to private schools,M&E Finance,0,0,0,1,0,0,1,0,0,0,No,Yes,No,Yes,No,No,No,Capacity_Building Lack_Systems Networking&Partnership_building,0,0,1,1,0,0,0,1,0,-13.9443592541855,33.7539493086448,1058.8,5.9
